Date,Product Category,Unit Cost,Unit Price,Quantity,Cost,Revenue,Profit
2/7/2016,Accessories,7.5,9.5,2,15,19,4
2/7/2016,Bikes,773.33,875.33,3,"2,320.00","2,626.00",306
2/7/2016,Accessories,260,352,1,260,352,92
2/8/2016,Accessories,35,42.33,3,105,127,22
2/8/2016,Accessories,45,58.67,3,135,176,41
2/8/2016,Accessories,19.5,27,2,39,54,15
2/8/2016,Clothing,270,336,3,810,"1,008.00",198
2/8/2016,Accessories,322.5,456.5,2,645,913,268
2/8/2016,Clothing,81,89,3,243,267,24
2/8/2016,Accessories,717,928,1,717,928,211
2/8/2016,Accessories,280,355,2,560,710,150
2/8/2016,Accessories,19.33,23,3,58,69,11
2/8/2016,Accessories,21.67,29,3,65,87,22
2/8/2016,Bikes,256.33,318.67,3,769,956,187
2/8/2016,Clothing,12,15,3,36,45,9
2/8/2016,Bikes,"2,320.00","2,337.00",1,"2,320.00","2,337.00",17
2/8/2016,Bikes,560,706,2,"1,120.00","1,412.00",292
2/8/2016,Bikes,180,196.67,3,540,590,50
2/8/2016,Bikes,384.5,497,2,769,994,225
2/8/2016,Clothing,100,163,1,100,163,63
2/8/2016,Clothing,69,102.67,3,207,308,101
2/8/2016,Accessories,93.33,110.67,3,280,332,52
2/8/2016,Accessories,264,335,1,264,335,71
2/8/2016,Bikes,180,179.67,3,540,539,-1
2/8/2016,Accessories,256.67,307.67,3,770,923,153
2/9/2016,Accessories,8.33,11,3,25,33,8
2/9/2016,Accessories,132,154.67,3,396,464,68
2/9/2016,Accessories,5.33,6.33,3,16,19,3
2/9/2016,Clothing,24.5,29.5,2,49,59,10
2/9/2016,Accessories,130,160.5,2,260,321,61
2/9/2016,Accessories,33.33,41,3,100,123,23
2/9/2016,Accessories,286,336,1,286,336,50
2/9/2016,Accessories,945,"1,102.00",1,945,"1,102.00",157
2/9/2016,Clothing,425,533,2,850,"1,066.00",216
2/9/2016,Bikes,384.5,502,2,769,"1,004.00",235
2/9/2016,Clothing,850,"1,178.00",1,850,"1,178.00",328
2/9/2016,Clothing,9,14.5,2,18,29,11
2/9/2016,Bikes,773.33,890,3,"2,320.00","2,670.00",350
2/9/2016,Accessories,11.67,14.33,3,35,43,8
2/9/2016,Accessories,77,96.5,2,154,193,39
2/9/2016,Accessories,22.5,34.5,2,45,69,24
2/9/2016,Accessories,60,99.67,3,180,299,119
2/9/2016,Accessories,9,14.5,2,18,29,11
2/9/2016,Bikes,"1,701.00","1,630.00",1,"1,701.00","1,630.00",-71
2/9/2016,Bikes,"2,384.00","2,590.00",1,"2,384.00","2,590.00",206
2/10/2016,Accessories,280,329.5,2,560,659,99
2/10/2016,Accessories,4.5,6.5,2,9,13,4
2/10/2016,Accessories,127,155,1,127,155,28
2/10/2016,Bikes,765,818.67,3,"2,295.00","2,456.00",161
2/10/2016,Bikes,"2,320.00","2,495.00",1,"2,320.00","2,495.00",175
2/10/2016,Accessories,104,131,1,104,131,27
2/10/2016,Accessories,193.33,234.33,3,580,703,123
2/10/2016,Accessories,297.5,308,2,595,616,21
2/10/2016,Accessories,140,227.33,3,420,682,262
2/10/2016,Accessories,85,97,1,85,97,12
2/10/2016,Bikes,"2,320.00","2,481.00",1,"2,320.00","2,481.00",161
2/10/2016,Bikes,540,530,1,540,530,-10
2/10/2016,Accessories,630,821,1,630,821,191
2/10/2016,Accessories,95.33,118.33,3,286,355,69
2/10/2016,Clothing,85.5,104.5,2,171,209,38
2/10/2016,Accessories,95.33,118.33,3,286,355,69
2/10/2016,Clothing,500,674.67,3,"1,500.00","2,024.00",524
2/10/2016,Clothing,343,438,1,343,438,95
2/10/2016,Accessories,105,133.5,2,210,267,57
2/10/2016,Accessories,175,234,3,525,702,177
2/11/2016,Accessories,35,42.33,3,105,127,22
2/11/2016,Accessories,35,42,1,35,42,7
2/11/2016,Clothing,525,610,2,"1,050.00","1,220.00",170
2/11/2016,Accessories,161.33,212.33,3,484,637,153
2/11/2016,Accessories,14,18,1,14,18,4
2/11/2016,Accessories,66,83.67,3,198,251,53
2/11/2016,Bikes,405,428,3,"1,215.00","1,284.00",69
2/11/2016,Accessories,15,19.5,2,30,39,9
2/11/2016,Accessories,45,52,1,45,52,7
2/11/2016,Accessories,45,54.33,3,135,163,28
2/11/2016,Accessories,3.5,4,2,7,8,1
2/11/2016,Clothing,210,287,2,420,574,154
2/11/2016,Bikes,567,703.67,3,"1,701.00","2,111.00",410
2/11/2016,Clothing,"1,750.00","1,944.00",1,"1,750.00","1,944.00",194
2/11/2016,Bikes,270,389,2,540,778,238
2/11/2016,Bikes,"2,295.00","2,065.00",1,"2,295.00","2,065.00",-230
2/12/2016,Accessories,440,510,1,440,510,70
2/12/2016,Accessories,200,251.67,3,600,755,155
2/12/2016,Accessories,44,51.5,2,88,103,15
2/12/2016,Accessories,300,370,1,300,370,70
2/12/2016,Accessories,70,81,1,70,81,11
2/12/2016,Accessories,116,140,1,116,140,24
2/12/2016,Accessories,135,171,1,135,171,36
2/12/2016,Accessories,"1,800.00","2,461.50",2,"3,600.00","4,923.00",1323
2/12/2016,Accessories,203,240,1,203,240,37
2/12/2016,Accessories,55,72.5,2,110,145,35
2/12/2016,Accessories,13,15.33,3,39,46,7
2/12/2016,Accessories,186.67,232.33,3,560,697,137
2/12/2016,Clothing,254,300,1,254,300,46
2/12/2016,Bikes,540,564,1,540,564,24
2/12/2016,Accessories,143.33,190.67,3,430,572,142
2/12/2016,Accessories,21,26.67,3,63,80,17
2/12/2016,Accessories,13.33,14.33,3,40,43,3
2/12/2016,Bikes,"2,320.00","2,578.00",1,"2,320.00","2,578.00",258
2/12/2016,Accessories,506,813,1,506,813,307
2/12/2016,Accessories,53.33,81.33,3,160,244,84
2/12/2016,Accessories,385,618,2,770,"1,236.00",466
2/12/2016,Accessories,66.67,87,3,200,261,61
2/12/2016,Accessories,70,96.5,2,140,193,53
2/12/2016,Accessories,205,247.67,3,615,743,128
2/12/2016,Accessories,96.67,116.33,3,290,349,59
2/12/2016,Accessories,46.67,58.33,3,140,175,35
2/13/2016,Accessories,120,156,1,120,156,36
2/13/2016,Accessories,96,105,1,96,105,9
2/13/2016,Accessories,84,100,1,84,100,16
2/13/2016,Accessories,184.67,215,3,554,645,91
2/13/2016,Bikes,"1,147.50","1,172.00",2,"2,295.00","2,344.00",49
2/13/2016,Bikes,"2,295.00","2,690.00",1,"2,295.00","2,690.00",395
2/13/2016,Accessories,60,74,3,180,222,42
2/13/2016,Accessories,55,59,2,110,118,8
2/13/2016,Accessories,40,51,1,40,51,11
2/13/2016,Accessories,210,279,1,210,279,69
2/13/2016,Accessories,280,351,2,560,702,142
2/13/2016,Bikes,"2,443.00","1,989.00",1,"2,443.00","1,989.00",-454
2/13/2016,Bikes,180,199,3,540,597,57
2/13/2016,Accessories,121.67,150.33,3,365,451,86
2/13/2016,Accessories,6,7,2,12,14,2
2/13/2016,Clothing,710,819,1,710,819,109
2/13/2016,Accessories,66.67,99,3,200,297,97
2/13/2016,Accessories,22,34,3,66,102,36
2/13/2016,Accessories,238.5,363.5,2,477,727,250
2/13/2016,Accessories,154,184,1,154,184,30
2/13/2016,Clothing,150,158,1,150,158,8
2/13/2016,Clothing,81,112,2,162,224,62
2/13/2016,Accessories,3,4.33,3,9,13,4
2/13/2016,Bikes,384.5,439,2,769,878,109
2/13/2016,Accessories,30,36,1,30,36,6
2/13/2016,Bikes,282.5,234.5,2,565,469,-96
2/13/2016,Accessories,437.5,629.5,2,875,"1,259.00",384
2/13/2016,Accessories,318.5,409.5,2,637,819,182
2/14/2016,Accessories,1.67,2.33,3,5,7,2
2/14/2016,Accessories,23,32,2,46,64,18
2/14/2016,Clothing,66.67,81.33,3,200,244,44
2/14/2016,Bikes,"1,147.50","1,312.50",2,"2,295.00","2,625.00",330
2/14/2016,Accessories,10,15.67,3,30,47,17
2/14/2016,Accessories,28.33,48.33,3,85,145,60
2/14/2016,Accessories,315,328.5,2,630,657,27
2/14/2016,Accessories,5,7,1,5,7,2
2/14/2016,Accessories,400,506,1,400,506,106
2/14/2016,Accessories,46,57,1,46,57,11
2/14/2016,Accessories,233.33,288,3,700,864,164
2/14/2016,Clothing,150,177.5,2,300,355,55
2/14/2016,Accessories,935,"1,208.00",1,935,"1,208.00",273
2/14/2016,Accessories,233.33,270.67,3,700,812,112
2/14/2016,Accessories,146.67,171,3,440,513,73
2/14/2016,Bikes,567,642,3,"1,701.00","1,926.00",225
2/14/2016,Bikes,256.33,260,3,769,780,11
2/14/2016,Accessories,161,210,2,322,420,98
2/14/2016,Accessories,19.5,25.5,2,39,51,12
2/14/2016,Bikes,"1,147.50","1,153.50",2,"2,295.00","2,307.00",12
2/14/2016,Clothing,630,745,1,630,745,115
2/14/2016,Bikes,256.33,366.33,3,769,"1,099.00",330
2/14/2016,Bikes,765,846,3,"2,295.00","2,538.00",243
2/14/2016,Accessories,65,82,1,65,82,17
2/14/2016,Accessories,"1,590.00","1,996.00",1,"1,590.00","1,996.00",406
2/14/2016,Clothing,126,180,1,126,180,54
2/14/2016,Accessories,480,585,1,480,585,105
2/14/2016,Accessories,742.5,822,2,"1,485.00","1,644.00",159
2/14/2016,Accessories,187,209.5,2,374,419,45
2/14/2016,Accessories,45,55.67,3,135,167,32
2/14/2016,Accessories,175,224,3,525,672,147
2/14/2016,Accessories,16,18,1,16,18,2
2/14/2016,Bikes,371,400.5,2,742,801,59
2/15/2016,Clothing,122,172,1,122,172,50
2/15/2016,Accessories,220,273,1,220,273,53
2/15/2016,Accessories,506,664,1,506,664,158
2/15/2016,Accessories,30,36.5,2,60,73,13
2/15/2016,Bikes,765,729.67,3,"2,295.00","2,189.00",-106
2/15/2016,Bikes,769,702,1,769,702,-67
2/15/2016,Accessories,198.33,309.33,3,595,928,333
2/15/2016,Accessories,94.5,122,2,189,244,55
2/15/2016,Accessories,15,18.33,3,45,55,10
2/15/2016,Bikes,282.5,296.5,2,565,593,28
2/15/2016,Accessories,40,55.67,3,120,167,47
2/15/2016,Accessories,55,64,1,55,64,9
2/15/2016,Clothing,910,"1,046.00",1,910,"1,046.00",136
2/15/2016,Bikes,769,822,1,769,822,53
2/15/2016,Bikes,"2,320.00","2,384.00",1,"2,320.00","2,384.00",64
2/15/2016,Accessories,525,820.5,2,"1,050.00","1,641.00",591
2/15/2016,Accessories,192.5,190,2,385,380,-5
2/15/2016,Clothing,"1,404.00","1,652.00",1,"1,404.00","1,652.00",248
2/15/2016,Bikes,"1,160.00","1,115.00",2,"2,320.00","2,230.00",-90
2/15/2016,Accessories,55,61.5,2,110,123,13
2/15/2016,Accessories,33.33,45,3,100,135,35
2/15/2016,Clothing,648,796,2,"1,296.00","1,592.00",296
2/15/2016,Clothing,45,59,1,45,59,14
2/15/2016,Bikes,270,305.5,2,540,611,71
2/15/2016,Accessories,307.5,337.5,2,615,675,60
2/15/2016,Accessories,10,14,1,10,14,4
2/15/2016,Accessories,5,5.5,2,10,11,1
2/15/2016,Bikes,270,278,2,540,556,16
2/15/2016,Accessories,5,6,1,5,6,1
2/15/2016,Accessories,81,110.5,2,162,221,59
2/15/2016,Bikes,"2,295.00","2,947.00",1,"2,295.00","2,947.00",652
2/15/2016,Accessories,15,24.33,3,45,73,28
2/15/2016,Accessories,140,205,1,140,205,65
2/16/2016,Accessories,"1,050.00","1,351.00",1,"1,050.00","1,351.00",301
2/16/2016,Clothing,"1,842.00","1,950.00",1,"1,842.00","1,950.00",108
2/16/2016,Accessories,100,116.67,3,300,350,50
2/16/2016,Accessories,30,38.5,2,60,77,17
2/16/2016,Accessories,437.5,544.5,2,875,"1,089.00",214
2/16/2016,Clothing,32.67,35,3,98,105,7
2/16/2016,Accessories,18.67,23,3,56,69,13
2/16/2016,Accessories,311.5,405.5,2,623,811,188
2/16/2016,Accessories,44,57,1,44,57,13
2/16/2016,Bikes,"2,295.00","2,834.00",1,"2,295.00","2,834.00",539
2/16/2016,Accessories,81.67,116,3,245,348,103
2/16/2016,Clothing,18,20.67,3,54,62,8
2/16/2016,Accessories,38.33,46.67,3,115,140,25
2/16/2016,Accessories,100,140,1,100,140,40
2/16/2016,Accessories,10,17,1,10,17,7
2/16/2016,Accessories,910,"1,301.00",1,910,"1,301.00",391
2/16/2016,Bikes,"1,160.00","1,229.50",2,"2,320.00","2,459.00",139
2/16/2016,Accessories,307.5,405.5,2,615,811,196
2/16/2016,Accessories,80,91,3,240,273,33
2/16/2016,Accessories,16.67,19.33,3,50,58,8
2/16/2016,Accessories,18,24,1,18,24,6
2/16/2016,Accessories,10,14,1,10,14,4
2/17/2016,Bikes,"2,384.00","2,415.00",1,"2,384.00","2,415.00",31
2/17/2016,Accessories,140,225,1,140,225,85
2/17/2016,Accessories,144,195,1,144,195,51
2/17/2016,Accessories,71.5,87,2,143,174,31
2/17/2016,Accessories,675,864,1,675,864,189
2/17/2016,Accessories,4.5,5.5,2,9,11,2
2/17/2016,Clothing,661,736,1,661,736,75
2/17/2016,Accessories,870,"1,243.00",1,870,"1,243.00",373
2/17/2016,Accessories,25,32,3,75,96,21
2/17/2016,Bikes,270,285,2,540,570,30
2/17/2016,Bikes,773.33,584,3,"2,320.00","1,752.00",-568
2/17/2016,Accessories,385,391,1,385,391,6
2/17/2016,Bikes,282.5,268,2,565,536,-29
2/17/2016,Clothing,571.5,630,2,"1,143.00","1,260.00",117
2/17/2016,Accessories,193.33,222.67,3,580,668,88
2/17/2016,Accessories,46.67,51.67,3,140,155,15
2/17/2016,Accessories,455,588,1,455,588,133
2/17/2016,Bikes,180,174.33,3,540,523,-17
2/17/2016,Bikes,"1,147.50","1,346.00",2,"2,295.00","2,692.00",397
2/17/2016,Accessories,55,85,2,110,170,60
2/17/2016,Accessories,47.5,71.5,2,95,143,48
2/17/2016,Accessories,2.5,3,2,5,6,1
2/18/2016,Bikes,540,622,1,540,622,82
2/18/2016,Bikes,"2,384.00","1,986.00",1,"2,384.00","1,986.00",-398
2/18/2016,Accessories,268.5,364,2,537,728,191
2/18/2016,Bikes,180,214,3,540,642,102
2/18/2016,Accessories,20,24.5,2,40,49,9
2/18/2016,Accessories,18.5,22.5,2,37,45,8
2/18/2016,Accessories,110,133,1,110,133,23
2/18/2016,Accessories,37.5,48.5,2,75,97,22
2/18/2016,Accessories,50,65.67,3,150,197,47
2/18/2016,Bikes,405,494.33,3,"1,215.00","1,483.00",268
2/18/2016,Clothing,84,102.67,3,252,308,56
2/18/2016,Accessories,396,466,1,396,466,70
2/18/2016,Accessories,42.5,55,2,85,110,25
2/18/2016,Accessories,23,26,3,69,78,9
2/18/2016,Accessories,945,"1,221.00",1,945,"1,221.00",276
2/18/2016,Bikes,270,323,2,540,646,106
2/18/2016,Accessories,330,407.33,3,990,"1,222.00",232
2/18/2016,Accessories,70,82.5,2,140,165,25
2/18/2016,Clothing,490,609,1,490,609,119
2/18/2016,Bikes,384.5,384.5,2,769,769,0
2/18/2016,Clothing,"1,540.00","1,602.00",1,"1,540.00","1,602.00",62
2/18/2016,Accessories,60,85,2,120,170,50
2/18/2016,Accessories,81.67,72.33,3,245,217,-28
2/18/2016,Accessories,68,85,1,68,85,17
2/18/2016,Accessories,5,7,2,10,14,4
2/18/2016,Bikes,"2,320.00","2,111.00",1,"2,320.00","2,111.00",-209
2/18/2016,Accessories,121.5,148.5,2,243,297,54
2/19/2016,Accessories,80,109,1,80,109,29
2/19/2016,Bikes,384.5,497.5,2,769,995,226
2/19/2016,Accessories,75,93,2,150,186,36
2/19/2016,Accessories,116.67,146,3,350,438,88
2/19/2016,Accessories,30,34,1,30,34,4
2/19/2016,Accessories,48,55,1,48,55,7
2/19/2016,Bikes,"1,147.50","1,412.50",2,"2,295.00","2,825.00",530
2/19/2016,Accessories,157.5,262,2,315,524,209
2/19/2016,Accessories,16.67,28,3,50,84,34
2/19/2016,Accessories,10,15,1,10,15,5
2/19/2016,Clothing,200,263.33,3,600,790,190
2/19/2016,Bikes,607.5,656,2,"1,215.00","1,312.00",97
2/19/2016,Accessories,25,33.67,3,75,101,26
2/19/2016,Accessories,7,11,2,14,22,8
2/19/2016,Accessories,80,127.67,3,240,383,143
2/19/2016,Clothing,50,78,2,100,156,56
2/19/2016,Clothing,9,12,2,18,24,6
2/19/2016,Bikes,794.67,933.67,3,"2,384.00","2,801.00",417
2/19/2016,Accessories,105,128.5,2,210,257,47
2/19/2016,Clothing,725,"1,130.50",2,"1,450.00","2,261.00",811
2/19/2016,Accessories,44,58,1,44,58,14
2/19/2016,Bikes,"2,320.00","2,746.00",1,"2,320.00","2,746.00",426
2/19/2016,Accessories,10,13,2,20,26,6
2/19/2016,Accessories,36.67,58.33,3,110,175,65
2/19/2016,Clothing,563,759,1,563,759,196
2/19/2016,Accessories,4.67,6.33,3,14,19,5
2/20/2016,Clothing,24.5,28.5,2,49,57,8
2/20/2016,Accessories,256.67,334.33,3,770,"1,003.00",233
2/20/2016,Bikes,"1,192.00","1,396.00",2,"2,384.00","2,792.00",408
2/20/2016,Accessories,246.5,314.5,2,493,629,136
2/20/2016,Accessories,20,26,2,40,52,12
2/20/2016,Accessories,6,6.67,3,18,20,2
2/20/2016,Accessories,318,321.67,3,954,965,11
2/20/2016,Clothing,153,155,1,153,155,2
2/20/2016,Accessories,220,303,1,220,303,83
2/20/2016,Accessories,71.5,86.5,2,143,173,30
2/20/2016,Clothing,54,86.5,2,108,173,65
2/20/2016,Accessories,117.33,159,3,352,477,125
2/20/2016,Accessories,30.67,42.33,3,92,127,35
2/20/2016,Accessories,210,261,1,210,261,51
2/20/2016,Accessories,675,860,1,675,860,185
2/20/2016,Bikes,"2,295.00","2,130.00",1,"2,295.00","2,130.00",-165
2/20/2016,Accessories,62,73,1,62,73,11
2/20/2016,Bikes,765,767,3,"2,295.00","2,301.00",6
2/20/2016,Accessories,472.5,762,2,945,"1,524.00",579
2/20/2016,Accessories,121,147.5,2,242,295,53
2/20/2016,Accessories,242,309.5,2,484,619,135
2/20/2016,Bikes,773.33,854.33,3,"2,320.00","2,563.00",243
2/20/2016,Accessories,329.5,391.5,2,659,783,124
2/20/2016,Accessories,220,308,1,220,308,88
2/20/2016,Accessories,5,7.33,3,15,22,7
2/20/2016,Accessories,70,111.33,3,210,334,124
2/20/2016,Clothing,18,27,1,18,27,9
2/20/2016,Accessories,100,131.67,3,300,395,95
2/20/2016,Accessories,65,85,1,65,85,20
2/20/2016,Accessories,10,14.5,2,20,29,9
2/20/2016,Clothing,306,407,2,612,814,202
2/20/2016,Accessories,40,53,2,80,106,26
2/20/2016,Accessories,6.67,7.67,3,20,23,3
2/20/2016,Bikes,282.5,329.5,2,565,659,94
2/20/2016,Bikes,"2,295.00","2,971.00",1,"2,295.00","2,971.00",676
2/20/2016,Bikes,765,796,3,"2,295.00","2,388.00",93
2/21/2016,Accessories,52,82,2,104,164,60
2/21/2016,Accessories,297.5,395,2,595,790,195
2/21/2016,Clothing,144,189,1,144,189,45
2/21/2016,Clothing,175,151,2,350,302,-48
2/21/2016,Clothing,252,344,1,252,344,92
2/21/2016,Clothing,378,428,2,756,856,100
2/21/2016,Clothing,50,67,2,100,134,34
2/21/2016,Accessories,186.67,288.33,3,560,865,305
2/21/2016,Clothing,90,104.5,2,180,209,29
2/21/2016,Accessories,212,274.33,3,636,823,187
2/21/2016,Bikes,773.33,785.33,3,"2,320.00","2,356.00",36
2/21/2016,Accessories,271.67,374.33,3,815,"1,123.00",308
2/21/2016,Accessories,52,64,2,104,128,24
2/21/2016,Accessories,70,89.67,3,210,269,59
2/21/2016,Accessories,140,181,1,140,181,41
2/21/2016,Accessories,27.5,31.5,2,55,63,8
2/21/2016,Accessories,120,144,1,120,144,24
2/21/2016,Accessories,7,8.67,3,21,26,5
2/21/2016,Clothing,23.33,32.33,3,70,97,27
2/21/2016,Accessories,157.5,220,2,315,440,125
2/21/2016,Accessories,8.33,10.67,3,25,32,7
2/21/2016,Clothing,250,383,1,250,383,133
2/21/2016,Bikes,"1,192.00","1,428.00",2,"2,384.00","2,856.00",472
2/21/2016,Clothing,162,204,1,162,204,42
2/21/2016,Clothing,"1,397.00","1,994.00",1,"1,397.00","1,994.00",597
2/21/2016,Accessories,525,685,2,"1,050.00","1,370.00",320
2/22/2016,Accessories,43.33,53,3,130,159,29
2/22/2016,Accessories,25,34,2,50,68,18
2/22/2016,Accessories,75,104,1,75,104,29
2/22/2016,Bikes,"2,320.00","3,042.00",1,"2,320.00","3,042.00",722
2/22/2016,Accessories,338.33,448,3,"1,015.00","1,344.00",329
2/22/2016,Accessories,110,116,1,110,116,6
2/22/2016,Accessories,198.33,266,3,595,798,203
2/22/2016,Bikes,742,800,1,742,800,58
2/22/2016,Accessories,143,209,2,286,418,132
2/22/2016,Accessories,63.33,92.33,3,190,277,87
2/22/2016,Accessories,37.5,57,2,75,114,39
2/22/2016,Accessories,198.33,283.67,3,595,851,256
2/22/2016,Accessories,280,335,3,840,"1,005.00",165
2/22/2016,Accessories,10,12,1,10,12,2
2/22/2016,Bikes,773.33,850.67,3,"2,320.00","2,552.00",232
2/22/2016,Accessories,2.5,3,2,5,6,1
2/22/2016,Accessories,163.33,183,3,490,549,59
2/22/2016,Accessories,525,677,1,525,677,152
2/22/2016,Accessories,5,5.67,3,15,17,2
2/22/2016,Bikes,256.33,257,3,769,771,2
2/22/2016,Accessories,37.5,45.5,2,75,91,16
2/22/2016,Accessories,250,302,1,250,302,52
2/22/2016,Bikes,"2,320.00","3,079.00",1,"2,320.00","3,079.00",759
2/22/2016,Bikes,565,768,1,565,768,203
2/22/2016,Accessories,326.67,361,3,980,"1,083.00",103
2/22/2016,Bikes,270,294.5,2,540,589,49
2/23/2016,Accessories,25,34,3,75,102,27
2/23/2016,Accessories,232,288.5,2,464,577,113
2/23/2016,Accessories,45,54,1,45,54,9
2/23/2016,Accessories,66.33,91.33,3,199,274,75
2/23/2016,Accessories,253,321,2,506,642,136
2/23/2016,Clothing,125,149,2,250,298,48
2/23/2016,Accessories,100,123,2,200,246,46
2/23/2016,Accessories,50,60,2,100,120,20
2/23/2016,Accessories,280,444,3,840,"1,332.00",492
2/23/2016,Accessories,55.67,67,3,167,201,34
2/23/2016,Accessories,35,45,2,70,90,20
2/23/2016,Accessories,52.5,67.5,2,105,135,30
2/23/2016,Bikes,"1,160.00","1,300.50",2,"2,320.00","2,601.00",281
2/23/2016,Accessories,186.67,237,3,560,711,151
2/23/2016,Bikes,247.33,285.33,3,742,856,114
2/23/2016,Accessories,36,44,1,36,44,8
2/23/2016,Accessories,42.5,65.5,2,85,131,46
2/23/2016,Accessories,225,345,2,450,690,240
2/23/2016,Clothing,116.67,151.67,3,350,455,105
2/23/2016,Accessories,9,11,2,18,22,4
2/23/2016,Accessories,5,6,2,10,12,2
2/23/2016,Bikes,765,865,3,"2,295.00","2,595.00",300
2/23/2016,Bikes,765,930,3,"2,295.00","2,790.00",495
2/23/2016,Accessories,735,"1,050.00",1,735,"1,050.00",315
2/23/2016,Accessories,402.5,468.5,2,805,937,132
2/23/2016,Accessories,11,13,2,22,26,4
2/23/2016,Accessories,70,82,1,70,82,12
2/23/2016,Bikes,"2,295.00","2,812.00",1,"2,295.00","2,812.00",517
2/23/2016,Accessories,96.67,119,3,290,357,67
2/23/2016,Accessories,35,45,2,70,90,20
2/23/2016,Clothing,58.5,100,2,117,200,83
2/24/2016,Accessories,69,83,1,69,83,14
2/24/2016,Bikes,373.33,375.33,3,"1,120.00","1,126.00",6
2/24/2016,Accessories,56,74,1,56,74,18
2/24/2016,Accessories,450,546,1,450,546,96
2/24/2016,Bikes,"2,384.00","1,696.00",1,"2,384.00","1,696.00",-688
2/24/2016,Accessories,51.5,60.5,2,103,121,18
2/24/2016,Bikes,765,792.67,3,"2,295.00","2,378.00",83
2/24/2016,Accessories,286,390,1,286,390,104
2/24/2016,Accessories,70,103,2,140,206,66
2/24/2016,Accessories,70,109,1,70,109,39
2/24/2016,Clothing,40.5,66.5,2,81,133,52
2/24/2016,Accessories,420,637.5,2,840,"1,275.00",435
2/24/2016,Bikes,"2,295.00","2,873.00",1,"2,295.00","2,873.00",578
2/24/2016,Accessories,176,273.33,3,528,820,292
2/24/2016,Clothing,333.33,536.67,3,"1,000.00","1,610.00",610
2/24/2016,Clothing,40.5,46.5,2,81,93,12
2/24/2016,Accessories,174,229,3,522,687,165
2/24/2016,Accessories,296.5,376.5,2,593,753,160
2/24/2016,Clothing,135,192,2,270,384,114
2/24/2016,Clothing,980,"1,611.00",1,980,"1,611.00",631
2/24/2016,Bikes,565,597,1,565,597,32
2/24/2016,Bikes,769,820,1,769,820,51
2/24/2016,Clothing,150,204,1,150,204,54
2/24/2016,Clothing,665,805,2,"1,330.00","1,610.00",280
2/24/2016,Clothing,171.5,224,2,343,448,105
2/24/2016,Bikes,773.33,855,3,"2,320.00","2,565.00",245
2/24/2016,Bikes,794.67,572,3,"2,384.00","1,716.00",-668
2/24/2016,Accessories,135,181,2,270,362,92
2/24/2016,Clothing,66,83.33,3,198,250,52
2/24/2016,Accessories,45,61.5,2,90,123,33
2/24/2016,Accessories,105,144,1,105,144,39
2/24/2016,Accessories,367.5,471,2,735,942,207
2/24/2016,Accessories,116.67,146.33,3,350,439,89
2/25/2016,Accessories,34,43.5,2,68,87,19
2/25/2016,Accessories,236.5,289,2,473,578,105
2/25/2016,Accessories,23.33,31.33,3,70,94,24
2/25/2016,Accessories,87.5,110,2,175,220,45
2/25/2016,Accessories,385,489,2,770,978,208
2/25/2016,Clothing,24.33,29.67,3,73,89,16
2/25/2016,Clothing,196,263,1,196,263,67
2/25/2016,Accessories,132,165.67,3,396,497,101
2/25/2016,Clothing,325,429.5,2,650,859,209
2/25/2016,Accessories,157.5,203.5,2,315,407,92
2/25/2016,Bikes,"2,320.00","2,501.00",1,"2,320.00","2,501.00",181
2/25/2016,Accessories,27.5,34,2,55,68,13
2/25/2016,Accessories,638,816,1,638,816,178
2/25/2016,Accessories,980,"1,278.00",1,980,"1,278.00",298
2/25/2016,Accessories,315,382,2,630,764,134
2/26/2016,Clothing,76.5,98,2,153,196,43
2/26/2016,Accessories,154,216,3,462,648,186
2/26/2016,Clothing,324,412,1,324,412,88
2/26/2016,Accessories,81,101,1,81,101,20
2/26/2016,Accessories,50,61,2,100,122,22
2/26/2016,Clothing,73,89,1,73,89,16
2/26/2016,Clothing,250,297,2,500,594,94
2/26/2016,Accessories,880,"1,062.00",1,880,"1,062.00",182
2/26/2016,Accessories,24,31,2,48,62,14
2/26/2016,Accessories,129,191,2,258,382,124
2/26/2016,Accessories,25.33,42.33,3,76,127,51
2/26/2016,Accessories,132,155,1,132,155,23
2/26/2016,Accessories,150,170,1,150,170,20
2/26/2016,Accessories,"1,210.00","1,314.00",1,"1,210.00","1,314.00",104
2/26/2016,Accessories,450,514,1,450,514,64
2/26/2016,Accessories,30,39,1,30,39,9
2/26/2016,Bikes,540,629,1,540,629,89
2/27/2016,Accessories,3.67,5,3,11,15,4
2/27/2016,Accessories,11.67,13.33,3,35,40,5
2/27/2016,Accessories,945,"1,091.00",1,945,"1,091.00",146
2/27/2016,Accessories,18.33,23,3,55,69,14
2/27/2016,Clothing,63,85,1,63,85,22
2/27/2016,Accessories,87.5,117.5,2,175,235,60
2/27/2016,Accessories,87,96,1,87,96,9
2/27/2016,Accessories,326.67,387.33,3,980,"1,162.00",182
2/27/2016,Accessories,80.67,107,3,242,321,79
2/27/2016,Accessories,632.5,713.5,2,"1,265.00","1,427.00",162
2/27/2016,Accessories,280.33,386.67,3,841,"1,160.00",319
2/27/2016,Accessories,85,107,1,85,107,22
2/27/2016,Accessories,58.67,68,3,176,204,28
2/27/2016,Accessories,240,296,1,240,296,56
2/27/2016,Bikes,765,755.67,3,"2,295.00","2,267.00",-28
