Product Category,Sub Category,Unit Cost,Unit Price
Accessories,Tires and Tubes,18.33,21
Bikes,Mountain Bikes,"1,147.50","1,249.50"
Clothing,Gloves,73,79
Accessories,Fenders,176,208
Accessories,Tires and Tubes,650,801
Accessories,Tires and Tubes,44,59
Bikes,Mountain Bikes,"1,160.00","1,361.50"
Accessories,Fenders,146.67,195
Accessories,Tires and Tubes,5,7.67
Accessories,Tires and Tubes,291.67,450
Accessories,Tires and Tubes,20.5,30
Clothing,Shorts,525,602.5
Clothing,Caps,9,10
Clothing,Jerseys,540,605.67
Accessories,Tires and Tubes,122.5,155.5
Accessories,Tires and Tubes,16,19.5
Accessories,Tires and Tubes,11,13.67
Accessories,Tires and Tubes,20.5,25.5
Bikes,Mountain Bikes,"2,320.00","3,378.00"
Accessories,Hydration Packs,513.33,786.33
Clothing,Jerseys,750,"1,043.00"
Clothing,Gloves,73.5,82
Clothing,Jerseys,83.33,117.33
Accessories,Helmets,326.67,407.33
Accessories,Cleaners,58.33,73.33
Bikes,Mountain Bikes,"1,160.00","1,131.00"
Clothing,Shorts,676.67,920.33
Accessories,Tires and Tubes,377,447.5
Accessories,Tires and Tubes,43.33,57.33
Clothing,Jerseys,300,384
Clothing,Caps,72,92
Accessories,Fenders,484,654
Bikes,Road Bikes,270,316.5
Bikes,Road Bikes,540,567
Accessories,Helmets,227.5,290.5
Accessories,Fenders,307.5,394.5
Accessories,Fenders,132,149
Clothing,Gloves,539,660
Accessories,Fenders,528,679
Bikes,Mountain Bikes,773.33,667.67
Accessories,Helmets,23.33,29.33
Accessories,Tires and Tubes,840,"1,108.00"
Accessories,Tires and Tubes,11.67,15.33
Clothing,Caps,6,8
Bikes,Road Bikes,270,310
Accessories,Tires and Tubes,52,68
Accessories,Tires and Tubes,650,805
Accessories,Helmets,245,332
Accessories,Tires and Tubes,14.67,16.67
Accessories,Cleaners,8,10
Bikes,Mountain Bikes,"1,160.00","1,303.00"
Accessories,Bottles and Cages,140,226.5
Accessories,Bottles and Cages,26.67,38.33
Accessories,Helmets,595,881
Accessories,Helmets,93.33,129
Accessories,Tires and Tubes,261,441
Bikes,Mountain Bikes,765,767
Accessories,Fenders,110,131
Clothing,Gloves,196,228.33
Accessories,Bottles and Cages,55,95.5
Clothing,Jerseys,459,459
Accessories,Tires and Tubes,23.33,33.67
Accessories,Tires and Tubes,20,29.33
Accessories,Tires and Tubes,200,307.67
Accessories,Tires and Tubes,140,167
Accessories,Tires and Tubes,10.5,12.5
Accessories,Helmets,665,906
Accessories,Tires and Tubes,62.5,76.5
Accessories,Helmets,291.67,419.67
Bikes,Road Bikes,850.5,"1,092.50"
Accessories,Helmets,350,498
Accessories,Tires and Tubes,222.33,269.33
Accessories,Tires and Tubes,16.67,19
Accessories,Bottles and Cages,140,188
Accessories,Bottles and Cages,70,80
Clothing,Jerseys,125,155.5
Clothing,Caps,22.5,29
Bikes,Mountain Bikes,188.33,192.67
Clothing,Shorts,805,"1,057.00"
Bikes,Touring Bikes,"2,384.00","2,424.00"
Bikes,Mountain Bikes,"2,295.00","3,098.00"
Accessories,Fenders,66,90
Clothing,Gloves,147,197
Accessories,Hydration Packs,"1,485.00","1,915.00"
Accessories,Cleaners,223,310
Accessories,Helmets,163.33,243
Accessories,Tires and Tubes,700,879
Accessories,Tires and Tubes,145,173
Accessories,Helmets,338.33,449.67
Clothing,Jerseys,100,110
Clothing,Jerseys,100,112
Accessories,Fenders,11,17
Clothing,Vests,106,165.67
Clothing,Caps,51,69
Accessories,Bottles and Cages,15,15.5
Accessories,Bottles and Cages,16.67,24.33
Clothing,Gloves,73,97
Accessories,Tires and Tubes,65,73
Accessories,Tires and Tubes,480,602
Bikes,Mountain Bikes,256.33,261.67
Bikes,Touring Bikes,"1,192.00","1,239.00"
Bikes,Road Bikes,850.5,824
Accessories,Fenders,198,251
Clothing,Jerseys,500,589
Clothing,Shorts,770,910
Clothing,Shorts,"1,260.00","1,442.00"
Accessories,Tires and Tubes,41.67,54.67
Accessories,Tires and Tubes,175,295
Accessories,Tires and Tubes,64,79
Bikes,Mountain Bikes,"2,320.00","2,834.00"
Accessories,Helmets,256.67,316.67
Accessories,Fenders,571,816
Accessories,Helmets,192.5,240.5
Accessories,Fenders,308,369
Accessories,Helmets,35,44
Accessories,Bottles and Cages,10,13
Accessories,Cleaners,47.67,56.67
Clothing,Jerseys,200,270
Accessories,Tires and Tubes,38,58.5
Clothing,Caps,99,114
Accessories,Tires and Tubes,57.5,75
Accessories,Tires and Tubes,70,91.33
Accessories,Fenders,190.33,222
Accessories,Bottles and Cages,135,158
Accessories,Helmets,315,403.67
Bikes,Mountain Bikes,"2,320.00","2,549.00"
Accessories,Cleaners,4,5.5
Accessories,Tires and Tubes,35,44
Accessories,Tires and Tubes,22,27
Accessories,Helmets,105,131
Accessories,Fenders,659,790
Accessories,Fenders,51.33,60
Accessories,Cleaners,24,27
Accessories,Tires and Tubes,88,110
Accessories,Hydration Packs,385,474.5
Accessories,Fenders,285.5,352.5
Clothing,Socks,75,77.67
Accessories,Bottles and Cages,45,55.5
Accessories,Bottles and Cages,90,111
Bikes,Mountain Bikes,270,248.5
Accessories,Tires and Tubes,300,353
Accessories,Tires and Tubes,65,89.5
Accessories,Helmets,210,292
Clothing,Jerseys,54,65.33
Accessories,Fenders,44,50
Accessories,Fenders,88,116.67
Accessories,Tires and Tubes,282.67,368.67
Accessories,Tires and Tubes,13.33,15.67
Accessories,Tires and Tubes,2.5,3
Bikes,Mountain Bikes,180,189.67
Accessories,Helmets,151.67,227.33
Clothing,Caps,63,78
Accessories,Tires and Tubes,20,22.67
Accessories,Tires and Tubes,14,20
Accessories,Helmets,262.5,432
Clothing,Jerseys,650,800
Bikes,Road Bikes,270,287
Clothing,Jerseys,100,133.5
Bikes,Mountain Bikes,765,755.67
Clothing,Jerseys,175,199.5
Accessories,Tires and Tubes,116,156
Accessories,Hydration Packs,935,"1,118.00"
Bikes,Mountain Bikes,"2,295.00","2,271.00"
Accessories,Tires and Tubes,43.33,50.33
Accessories,Fenders,99,140.5
Clothing,Jerseys,432,494.5
Clothing,Shorts,"1,050.00","1,409.50"
Accessories,Fenders,22,25.67
Accessories,Helmets,192.5,217
Bikes,Mountain Bikes,765,"1,015.33"
Clothing,Jerseys,"1,050.00","1,592.00"
Accessories,Tires and Tubes,15,18.5
Accessories,Tires and Tubes,100,138
Accessories,Bottles and Cages,26.67,33.67
Accessories,Bottles and Cages,261,433
Accessories,Bottles and Cages,30,48
Bikes,Touring Bikes,794.67,932.67
Bikes,Mountain Bikes,"1,147.50","1,271.50"
Accessories,Bottles and Cages,86.67,118
Clothing,Caps,66,93.67
Clothing,Caps,57,70.67
Accessories,Fenders,231,297
Bikes,Mountain Bikes,"2,295.00","2,699.00"
Bikes,Mountain Bikes,270,266.5
Clothing,Jerseys,100,123
Bikes,Road Bikes,270,283.5
Bikes,Touring Bikes,"2,384.00","2,411.00"
Accessories,Tires and Tubes,48,61
Accessories,Tires and Tubes,114.67,137.33
Accessories,Tires and Tubes,23,31
Accessories,Helmets,52.5,72
Accessories,Helmets,233.33,324.67
Accessories,Tires and Tubes,507.5,586.5
Accessories,Tires and Tubes,65,72.5
Accessories,Hydration Packs,165,186.33
Accessories,Tires and Tubes,105,134
Accessories,Tires and Tubes,3,3.33
Accessories,Helmets,81.67,99.33
Bikes,Mountain Bikes,"2,320.00","3,070.00"
Accessories,Bottles and Cages,16.67,26.33
Accessories,Bottles and Cages,150,231
Accessories,Tires and Tubes,754,896
Accessories,Tires and Tubes,150,197
Accessories,Tires and Tubes,3.5,4.5
Accessories,Helmets,472.5,611.5
Accessories,Helmets,385,627
Bikes,Mountain Bikes,769,856
Accessories,Tires and Tubes,330,391.5
Accessories,Tires and Tubes,35,43.33
Accessories,Tires and Tubes,25,30.5
Accessories,Tires and Tubes,9.67,12.67
Accessories,Tires and Tubes,4.67,6.33
Bikes,Touring Bikes,"1,192.00","1,140.50"
Accessories,Fenders,143,176
Accessories,Helmets,210,246
Bikes,Mountain Bikes,256.33,236.33
Accessories,Tires and Tubes,32,40
Accessories,Cleaners,55.67,68
Accessories,Tires and Tubes,136,171.33
Accessories,Tires and Tubes,27.5,36
Accessories,Cleaners,207,275
Clothing,Gloves,196,279
Bikes,Mountain Bikes,"1,147.50","1,105.50"
Bikes,Mountain Bikes,"1,147.50","1,468.00"
Accessories,Tires and Tubes,35,43
Accessories,Tires and Tubes,287.5,370.5
Accessories,Tires and Tubes,27,33
Accessories,Bike Racks,"1,200.00","1,422.00"
Accessories,Tires and Tubes,32.5,40.5
Accessories,Fenders,197.67,244
Accessories,Tires and Tubes,146.5,240.5
Accessories,Tires and Tubes,38.67,57.67
Bikes,Mountain Bikes,773.33,"1,014.33"
Accessories,Cleaners,24,34.5
Accessories,Bottles and Cages,90,114
Accessories,Bottles and Cages,5,6.5
Accessories,Helmets,210,266.33
Accessories,Helmets,175,216
Accessories,Helmets,455,750
Clothing,Jerseys,425,495
Clothing,Caps,76.5,88
Accessories,Tires and Tubes,90,111
Accessories,Helmets,70,85.5
Accessories,Tires and Tubes,72.5,94.5
Accessories,Tires and Tubes,750,"1,044.00"
Accessories,Tires and Tubes,16,20.33
Accessories,Tires and Tubes,50,60
Accessories,Tires and Tubes,4,5
Clothing,Jerseys,432,563.67
Clothing,Jerseys,475,620
Bikes,Road Bikes,180,178.67
Clothing,Gloves,228.67,315
Accessories,Helmets,11.67,14
Clothing,Caps,180,244
Accessories,Tires and Tubes,37.5,43
Accessories,Fenders,80.67,89.67
Clothing,Jerseys,700,874.5
Accessories,Tires and Tubes,22,35.5
Accessories,Tires and Tubes,319,375
Accessories,Tires and Tubes,3.33,4
Accessories,Cleaners,29,36
Bikes,Mountain Bikes,"2,295.00","2,643.00"
Accessories,Tires and Tubes,122.5,154
Accessories,Tires and Tubes,95,110
Accessories,Tires and Tubes,33.33,44.33
Accessories,Tires and Tubes,290,396.33
Accessories,Tires and Tubes,10.5,12.5
Accessories,Tires and Tubes,345,480
Bikes,Mountain Bikes,384.5,404
Clothing,Caps,21,29
Clothing,Jerseys,"1,620.00","1,927.00"
Accessories,Helmets,385,533
Clothing,Gloves,269.5,358
Accessories,Fenders,154,193.67
Bikes,Mountain Bikes,769,738
Clothing,Socks,135,144
Accessories,Tires and Tubes,232,278.33
Accessories,Tires and Tubes,145,187
Accessories,Helmets,245,322
Accessories,Bike Racks,360,432
Accessories,Tires and Tubes,25,28
Bikes,Road Bikes,180,189
Accessories,Helmets,81.67,94.33
Bikes,Touring Bikes,"1,192.00","1,360.00"
Bikes,Touring Bikes,"1,192.00","1,207.00"
Accessories,Tires and Tubes,183.67,244.33
Accessories,Tires and Tubes,23.33,30
Accessories,Helmets,35,40
Accessories,Fenders,110,140
Bikes,Mountain Bikes,765,900.33
Accessories,Tires and Tubes,875,"1,131.00"
Accessories,Fenders,198,273
Accessories,Helmets,116.67,134.67
Clothing,Gloves,61,76.5
Accessories,Cleaners,91.5,119
Bikes,Mountain Bikes,773.33,827.33
Accessories,Tires and Tubes,84,94
Accessories,Tires and Tubes,247,311
Bikes,Mountain Bikes,765,840.67
Clothing,Caps,33,42.67
Bikes,Mountain Bikes,"2,320.00","2,156.00"
Bikes,Mountain Bikes,"1,160.00","1,202.50"
Accessories,Tires and Tubes,105,132
Accessories,Tires and Tubes,43.33,54.33
Accessories,Bottles and Cages,76.67,87.33
Accessories,Bottles and Cages,21.67,27.33
Accessories,Tires and Tubes,100,116
Accessories,Bottles and Cages,103.5,131
Accessories,Bottles and Cages,36.67,47.33
Accessories,Fenders,176,221.5
Accessories,Tires and Tubes,319,422
Accessories,Tires and Tubes,70,97
Accessories,Bottles and Cages,105,134
Accessories,Tires and Tubes,696,866
Accessories,Tires and Tubes,65,75
Accessories,Tires and Tubes,48,59
Bikes,Touring Bikes,794.67,893
Accessories,Bottles and Cages,90,124
Accessories,Bottles and Cages,22.5,31
Accessories,Bottles and Cages,125,160
Accessories,Bottles and Cages,65,78
Bikes,Touring Bikes,"1,215.00","1,312.00"
Accessories,Fenders,44,59
Accessories,Bottles and Cages,30,38.5
Accessories,Bottles and Cages,75,101
Bikes,Mountain Bikes,565,577
Accessories,Fenders,51.33,65
Clothing,Socks,18,31.5
Bikes,Road Bikes,270,285
Accessories,Bottles and Cages,15,19
Accessories,Bottles and Cages,66,74
Clothing,Caps,198,222
Accessories,Fenders,396,553
Accessories,Fenders,183.33,288.67
Bikes,Mountain Bikes,565,747
Accessories,Helmets,192.5,292
Bikes,Mountain Bikes,"2,295.00","2,747.00"
Accessories,Tires and Tubes,122.5,178
Accessories,Tires and Tubes,5,8
Accessories,Cleaners,43.5,63
Accessories,Helmets,630,685
Accessories,Bike Stands,318,411.67
Bikes,Touring Bikes,247.33,268
Accessories,Tires and Tubes,36,35.5
Clothing,Caps,234,309
Bikes,Touring Bikes,371,413
Accessories,Helmets,262.5,317.5
Clothing,Jerseys,150,168.5
Clothing,Caps,243,275
Bikes,Mountain Bikes,773.33,697.33
Accessories,Tires and Tubes,70,89
Accessories,Helmets,175,177
Bikes,Mountain Bikes,"1,147.50","1,567.50"
Accessories,Bottles and Cages,26.67,33.67
Clothing,Jerseys,405,481.5
Accessories,Helmets,105,127.5
Bikes,Touring Bikes,371,422
Clothing,Caps,45,45
Accessories,Fenders,66,89
Accessories,Tires and Tubes,261,319.5
Bikes,Road Bikes,373.33,548.67
Accessories,Helmets,350,531
Clothing,Shorts,"1,015.00","1,451.00"
Accessories,Tires and Tubes,72,99
Accessories,Tires and Tubes,10.5,16.5
Accessories,Fenders,132,161
Accessories,Tires and Tubes,348,540
Accessories,Tires and Tubes,20,27.33
Accessories,Helmets,560,872
Clothing,Jerseys,594,694
Accessories,Tires and Tubes,67.5,89
Accessories,Tires and Tubes,105,126
Accessories,Helmets,367.5,441
Accessories,Cleaners,13.33,17
Bikes,Road Bikes,270,302.5
Accessories,Tires and Tubes,20,26.5
Accessories,Tires and Tubes,35.67,45.33
Accessories,Tires and Tubes,55,68
Accessories,Bottles and Cages,55,74.5
Accessories,Bottles and Cages,70,76
Bikes,Road Bikes,814.33,816
Bikes,Road Bikes,560,641.5
Bikes,Touring Bikes,"2,384.00","3,176.00"
Accessories,Bottles and Cages,125,201
Accessories,Bottles and Cages,112.5,169
Bikes,Mountain Bikes,270,262.5
Clothing,Caps,54,64
Bikes,Touring Bikes,247.33,267.33
Accessories,Helmets,227.5,269.5
Bikes,Mountain Bikes,282.5,360
Accessories,Fenders,58.67,79.33
Clothing,Vests,"1,461.00","2,279.00"
Accessories,Tires and Tubes,84,95
Accessories,Tires and Tubes,350,432
Accessories,Tires and Tubes,3.5,4.5
Accessories,Fenders,77,102
Bikes,Road Bikes,"1,701.00","1,798.00"
Accessories,Bottles and Cages,17.5,22
Accessories,Bottles and Cages,110,145
Accessories,Tires and Tubes,5,6.33
Clothing,Jerseys,16.67,26.33
Bikes,Mountain Bikes,765,858.33
Accessories,Tires and Tubes,19,22.33
Accessories,Helmets,945,"1,399.00"
Accessories,Bottles and Cages,35,49.33
Accessories,Bottles and Cages,47.5,60
Accessories,Bottles and Cages,270,331
Accessories,Fenders,212.33,279
Accessories,Tires and Tubes,250,294.33
Accessories,Tires and Tubes,95,122
Accessories,Tires and Tubes,34,44
Accessories,Tires and Tubes,26.67,31.33
Accessories,Tires and Tubes,19,26
Accessories,Fenders,190.33,304.33
Bikes,Road Bikes,"2,443.00","2,532.00"
Accessories,Bottles and Cages,31.67,39.67
Bikes,Touring Bikes,"2,384.00","2,425.00"
Accessories,Tires and Tubes,400,498
Bikes,Mountain Bikes,"1,160.00","1,121.00"
Clothing,Gloves,73.33,91.33
Accessories,Helmets,280,354.5
Accessories,Tires and Tubes,50,68.33
Accessories,Tires and Tubes,15,17
Clothing,Gloves,81.67,89.67
Clothing,Gloves,16.33,20.33
Bikes,Mountain Bikes,"1,160.00","1,149.50"
Clothing,Caps,63,86.5
Accessories,Bottles and Cages,53.33,62.67
Accessories,Bottles and Cages,20,23.67
Clothing,Jerseys,"1,200.00","1,468.00"
Clothing,Caps,13.5,17
Bikes,Mountain Bikes,"2,295.00","2,248.00"
Bikes,Road Bikes,567,606.67
Accessories,Helmets,338.33,379.33
Clothing,Socks,39,39.67
Clothing,Caps,40.5,43.5
Accessories,Bike Stands,795,"1,144.00"
Accessories,Tires and Tubes,337.5,405
Accessories,Tires and Tubes,26,32
Accessories,Tires and Tubes,304.5,393.5
Accessories,Tires and Tubes,10,14.5
Accessories,Tires and Tubes,12.5,16
Accessories,Helmets,46.67,51.67
Clothing,Gloves,196,275
Accessories,Tires and Tubes,20,25.67
Accessories,Tires and Tubes,17.5,21
Bikes,Mountain Bikes,565,640
Accessories,Helmets,"1,050.00","1,271.00"
Bikes,Touring Bikes,"2,384.00","2,502.00"
Accessories,Bottles and Cages,60,75.33
Accessories,Bottles and Cages,25,28
Clothing,Caps,67.5,73.5
Accessories,Helmets,175,229.5
Accessories,Tires and Tubes,44,50
Accessories,Tires and Tubes,25,30
Clothing,Caps,189,236
Accessories,Fenders,51.33,64
Clothing,Jerseys,25,27
Clothing,Socks,69,71.67
Accessories,Fenders,14.67,17.67
Clothing,Jerseys,750,909
Clothing,Vests,635,812.33
Accessories,Tires and Tubes,140,198.33
Accessories,Tires and Tubes,45,64.33
Accessories,Bottles and Cages,67.5,88
Accessories,Bottles and Cages,55,71
Accessories,Helmets,210,287
Bikes,Mountain Bikes,"1,160.00","1,236.00"
Accessories,Tires and Tubes,375,453.5
Accessories,Helmets,175,218
Bikes,Mountain Bikes,"1,160.00","1,225.00"
Accessories,Helmets,303.33,380.33
Accessories,Helmets,560,738
Bikes,Road Bikes,180,256.67
Accessories,Bottles and Cages,42,43
Accessories,Bottles and Cages,32.5,51
Accessories,Tires and Tubes,105,122
Bikes,Mountain Bikes,769,793
Accessories,Tires and Tubes,150,229
Accessories,Tires and Tubes,35,42
Accessories,Helmets,326.67,321.33
Bikes,Mountain Bikes,"1,147.50","1,596.50"
Bikes,Mountain Bikes,765,783.33
Bikes,Road Bikes,540,612
Bikes,Road Bikes,"1,701.00","1,704.00"
Bikes,Mountain Bikes,"1,160.00","1,249.50"
Accessories,Helmets,525,690
Clothing,Gloves,49,54
Accessories,Tires and Tubes,250,274.33
Accessories,Bottles and Cages,120,137
Accessories,Bottles and Cages,46.67,57
Accessories,Cleaners,99.5,126
Bikes,Mountain Bikes,"1,147.50","1,075.50"
Accessories,Helmets,385,498
Accessories,Tires and Tubes,700,851
Accessories,Tires and Tubes,75,98.5
Accessories,Helmets,770,"1,041.00"
Clothing,Jerseys,18,21.67
Accessories,Fenders,329.5,394.5
Accessories,Helmets,128.33,164.33
Bikes,Mountain Bikes,256.33,272
Accessories,Fenders,205,258.33
Accessories,Hydration Packs,687.5,840
Accessories,Bottles and Cages,18,19
Accessories,Bottles and Cages,25,27.33
Accessories,Helmets,315,543
Accessories,Bottles and Cages,85,92.5
Accessories,Bottles and Cages,32.5,49.5
Accessories,Helmets,17.5,16.5
Accessories,Fenders,51.33,59
Accessories,Fenders,58.67,77.67
Clothing,Gloves,220,248
Bikes,Mountain Bikes,"1,147.50","1,106.50"
Accessories,Tires and Tubes,118,160
Accessories,Tires and Tubes,84,96
Accessories,Tires and Tubes,116,135
Bikes,Mountain Bikes,"1,160.00","1,357.00"
Bikes,Mountain Bikes,773.33,872.67
Clothing,Vests,540,835
Accessories,Fenders,110,195.5
Bikes,Road Bikes,540,506
Clothing,Caps,112.5,151
Clothing,Vests,63.5,77
Bikes,Touring Bikes,"1,192.00","1,229.50"
Accessories,Fenders,55,67
Clothing,Gloves,343,410
Accessories,Tires and Tubes,140,174
Accessories,Bottles and Cages,103.5,133.5
Accessories,Bottles and Cages,5,5.67
Accessories,Tires and Tubes,43.5,56
Accessories,Tires and Tubes,50,62
Accessories,Helmets,525,703
Accessories,Fenders,264,337.5
Accessories,Tires and Tubes,12.5,17.5
Clothing,Jerseys,800,"1,083.00"
Accessories,Tires and Tubes,3.33,4
Accessories,Fenders,176,247
Bikes,Road Bikes,540,733
Accessories,Bottles and Cages,36,50
Bikes,Road Bikes,"2,443.00","2,863.00"
Bikes,Touring Bikes,794.67,866
Accessories,Tires and Tubes,2.5,3.5
Accessories,Tires and Tubes,62.5,94.5
Accessories,Helmets,198.33,226.67
Bikes,Mountain Bikes,"1,160.00","1,223.00"
Accessories,Fenders,187,209
Accessories,Fenders,219.67,286.67
Accessories,Cleaners,47.67,63
Clothing,Socks,33,41.33
Accessories,Tires and Tubes,8.33,10.33
Accessories,Tires and Tubes,507.5,700
Accessories,Bike Stands,371,521
Accessories,Tires and Tubes,490,566
Accessories,Helmets,122.5,148
Accessories,Helmets,70,90
Accessories,Helmets,140,177.5
Clothing,Vests,254,373.5
Bikes,Mountain Bikes,"1,147.50","1,116.50"
Bikes,Mountain Bikes,773.33,712.67
Accessories,Fenders,264,322
Accessories,Tires and Tubes,35,40
Accessories,Tires and Tubes,60,73
Accessories,Tires and Tubes,660,"1,066.00"
Accessories,Tires and Tubes,37,56
Accessories,Helmets,70,80
Accessories,Fenders,571,713
Clothing,Socks,180,206
Accessories,Bottles and Cages,45,64.5
Accessories,Helmets,186.67,263
Bikes,Mountain Bikes,"1,147.50","1,182.00"
Clothing,Gloves,281.5,359
Bikes,Mountain Bikes,773.33,710.67
Clothing,Shorts,"1,470.00","1,833.00"
Clothing,Gloves,281.5,354.5
Bikes,Mountain Bikes,"2,320.00","2,376.00"
Accessories,Bottles and Cages,200,249
Accessories,Bottles and Cages,57.5,71.5
Accessories,Cleaners,191,253
Accessories,Bike Stands,530,592.67
Accessories,Tires and Tubes,870,"1,090.00"
Accessories,Tires and Tubes,26.67,33
Accessories,Tires and Tubes,23,26
Accessories,Tires and Tubes,16,18.67
Accessories,Tires and Tubes,21.33,26
Bikes,Mountain Bikes,"1,147.50","1,321.50"
Bikes,Mountain Bikes,773.33,772
Accessories,Cleaners,63.67,86
Bikes,Mountain Bikes,"2,295.00","2,395.00"
Accessories,Fenders,102.67,136.67
Accessories,Hydration Packs,55,91
Accessories,Tires and Tubes,37.5,50.5
Accessories,Tires and Tubes,45,55.5
Clothing,Caps,87,102.33
Accessories,Fenders,44,58
Bikes,Mountain Bikes,773.33,817.67
Accessories,Fenders,73.33,89.33
Accessories,Helmets,70,80.67
Accessories,Tires and Tubes,58.33,67.33
Accessories,Tires and Tubes,22,28.67
Accessories,Tires and Tubes,217.5,367.5
Accessories,Tires and Tubes,5,7.33
Accessories,Helmets,350,515
Bikes,Mountain Bikes,"1,147.50","1,423.00"
Accessories,Bottles and Cages,33.33,51.33
Accessories,Bottles and Cages,67.5,102.5
Accessories,Helmets,385,551.5
Clothing,Jerseys,800,"1,321.00"
Accessories,Hydration Packs,495,617.33
Clothing,Gloves,179.67,238.33
Accessories,Tires and Tubes,240,301
Accessories,Tires and Tubes,48.33,58.33
Clothing,Jerseys,"1,512.00","2,302.00"
Bikes,Mountain Bikes,"2,295.00","3,040.00"
Accessories,Tires and Tubes,64.33,79.33
Accessories,Bottles and Cages,20,17.5
Accessories,Bottles and Cages,30,37.33
Accessories,Helmets,291.67,497.33
Accessories,Fenders,22,27
Clothing,Socks,67.5,82
Accessories,Fenders,506,684
Clothing,Caps,27,29.33
Clothing,Socks,81,93
Accessories,Fenders,615,717
Clothing,Jerseys,100,124
Clothing,Caps,63,68
Bikes,Mountain Bikes,540,732
Accessories,Bottles and Cages,90,104
Accessories,Tires and Tubes,67.5,88
Accessories,Tires and Tubes,26.5,34
Accessories,Tires and Tubes,333.5,431
Accessories,Tires and Tubes,35,47
Bikes,Touring Bikes,247.33,264.67
Bikes,Road Bikes,180,262
Accessories,Bottles and Cages,3,4.67
Bikes,Road Bikes,270,301
Bikes,Mountain Bikes,180,179
Accessories,Helmets,805,"1,169.00"
Accessories,Tires and Tubes,700,906
Accessories,Tires and Tubes,35,46
Accessories,Tires and Tubes,10,11.67
Accessories,Tires and Tubes,70,96
Accessories,Tires and Tubes,101.5,154
Accessories,Helmets,140,212
Accessories,Fenders,154,191.33
Accessories,Bottles and Cages,120,146
Accessories,Bottles and Cages,93.33,127
Accessories,Bottles and Cages,95,132
Accessories,Helmets,262.5,421.5
Accessories,Hydration Packs,495,564
Accessories,Hydration Packs,55,67
Accessories,Cleaners,111,144
Accessories,Fenders,161.33,170
Bikes,Mountain Bikes,"1,160.00","1,461.50"
Accessories,Helmets,81.67,122.67
Accessories,Helmets,175,241.5
Accessories,Helmets,186.67,232.67
Accessories,Helmets,315,492
Clothing,Caps,24,30
Bikes,Mountain Bikes,282.5,326
Accessories,Helmets,157.5,196
Bikes,Mountain Bikes,"1,147.50","1,219.50"
Accessories,Bottles and Cages,55,78
Accessories,Bottles and Cages,70,78
Accessories,Helmets,490,589
Accessories,Bottles and Cages,60,85
Accessories,Bottles and Cages,95,114
Accessories,Bottles and Cages,140,168
Accessories,Bottles and Cages,30,36
Accessories,Tires and Tubes,580,735
Accessories,Tires and Tubes,110,137
Accessories,Tires and Tubes,48,59
Clothing,Jerseys,300,414
Clothing,Caps,81,123.5
Accessories,Fenders,374,488
Clothing,Jerseys,729,"1,023.50"
Bikes,Mountain Bikes,384.5,384.5
Clothing,Shorts,805,905.5
Clothing,Socks,103.5,103.5
Accessories,Cleaners,63.67,77.67
Bikes,Mountain Bikes,"1,160.00","1,358.50"
Clothing,Jerseys,18,23.33
Bikes,Mountain Bikes,773.33,815
Accessories,Fenders,44,53.5
Clothing,Caps,58.5,71
Bikes,Mountain Bikes,"2,295.00","2,296.00"
Accessories,Helmets,256.67,341
Accessories,Bottles and Cages,162,164
Accessories,Bottles and Cages,5,6
Accessories,Helmets,490,688
Accessories,Helmets,175,236.5
Accessories,Bottles and Cages,6.67,8.67
Accessories,Bottles and Cages,100,122
Bikes,Touring Bikes,794.67,765.67
Accessories,Helmets,192.5,268
Bikes,Touring Bikes,"1,192.00","1,215.00"
Accessories,Helmets,332.5,446.5
Bikes,Mountain Bikes,"2,295.00","2,243.00"
Clothing,Caps,36,45
Bikes,Mountain Bikes,384.5,414
Accessories,Tires and Tubes,180,210
Accessories,Helmets,268.33,369.67
Bikes,Road Bikes,"1,120.00","1,124.00"
Accessories,Bottles and Cages,144,167
Accessories,Bottles and Cages,20,22.67
Accessories,Tires and Tubes,163,203
Accessories,Tires and Tubes,14,16.5
Accessories,Tires and Tubes,50,64
Accessories,Tires and Tubes,29,37
Accessories,Bike Racks,60,68
Bikes,Mountain Bikes,"1,147.50","1,277.00"
Bikes,Mountain Bikes,188.33,213
Accessories,Tires and Tubes,725,"1,008.00"
Accessories,Tires and Tubes,80,126
Accessories,Helmets,93.33,151.33
Clothing,Jerseys,50,76
Clothing,Caps,9,14
Bikes,Road Bikes,814.33,963.33
Accessories,Bottles and Cages,120,165
Accessories,Bottles and Cages,24,24.67
Bikes,Road Bikes,270,306.5
Bikes,Road Bikes,540,606
Bikes,Touring Bikes,794.67,858.33
Accessories,Bottles and Cages,60,82
Clothing,Vests,402.33,456.33
Accessories,Bottles and Cages,20,25
Accessories,Bottles and Cages,90,95
Accessories,Bottles and Cages,57.5,79
Clothing,Caps,6,7.33
Bikes,Road Bikes,850.5,721
Clothing,Gloves,245,403
Accessories,Tires and Tubes,33.33,43
Accessories,Tires and Tubes,251.33,302
Accessories,Tires and Tubes,15,19
Clothing,Jerseys,"1,404.00","1,808.00"
Clothing,Caps,198,186
Clothing,Caps,72,75.67
Clothing,Caps,75,101.33
Accessories,Tires and Tubes,237.5,282
Clothing,Jerseys,234,297.67
Accessories,Helmets,175,198.33
Accessories,Tires and Tubes,75,109
Bikes,Touring Bikes,742,761
Accessories,Bottles and Cages,99,131.5
Accessories,Bottles and Cages,7.5,9.5
